test_id,rating
0,3.790351386222767
1,3.8309555628741894
2,3.7511547947926025
3,3.6148543696680533
4,4.796644712434307
5,5
6,2.0214288115536214
7,5
8,4.450957446828826
9,3.2842907801621593
10,3.602212921392526
11,5
12,5
13,4.954408196281597
14,4.939801935673315
15,4.691802123720749
16,5
17,1
18,1.2671752995245105
19,1
20,5
21,4.356891391751195
22,4.470102849695896
23,4.861281618780905
24,3.5732632551818826
25,5
26,5
27,4.83670777526357
28,5
29,4.960901702775103
30,1.4146111969604083
31,5
32,4.414611196960408
33,5
34,4.655784464343583
35,3.964288896207523
36,5
37,5
38,4.130955562874189
39,5
40,5
41,3.2913717603406893
42,4.419679825861849
43,3.048251254433277
44,5
45,4.1486847195561
46,4.692860324778954
47,2.5942350361084374
48,3.8570180528894324
49,3.34511507092023
50,4.1759065136619675
51,5
52,3.0367726771959007
53,3.278554225446165
54,4.061162921098338
55,3.0466701674751513
56,3.123662921098339
57,3.1108376120547487
58,3.2108376120547484
59,3.1017034616388792
60,2.896302247563853
61,2.2522662499772674
62,1
63,2.061162921098339
64,1
65,4.037980535691551
66,3.275448635384054
67,2.061162921098339
68,3.061162921098339
69,4.037980535691551
70,2.5242672467980847
71,4.061162921098338
72,3.237980535691553
73,2.830393690329109
74,2.6167184766538942
75,2.037980535691552
76,1
77,4.343241629526496
78,4.304462434557502
79,3.904462434557501
80,4.366541862413244
81,4.304462434557502
82,3.924526835626112
83,5
84,1.8211790948544926
85,5
86,4.571179094854493
87,5
88,3.5694848188193906
89,3.0694848188193906
90,3.9028181521527237
91,3.0694848188193906
92,2.0396702009550673
93,3.9677000000492115
94,4.206893380568779
95,4.606893380568778
96,3.208238935239529
97,5
98,4.3246410516416445
99,5
100,1
101,5
102,5
103,4.471631792382385
104,5
105,3.7497505234259214
106,3.269050800969427
107,4.4297661716395735
108,4.278446624318003
109,2.772945106009114
110,4.049136535467639
111,4.324777615730961
112,3.506439043394411
113,2.1360930572067693
114,4.734017475890876
115,4.492620764354213
116,3.745906941778321
117,5
118,5
119,4.181428811553621
120,3.5555948035177853
121,4.135464809140206
122,3.4664288115536217
123,3.370831866703246
124,3.260008845632245
125,3.564128639797267
126,1.6466013862227653
127,4.18945852907991
128,3.501767087390488
129,3.955692295313674
130,3.55406407278993
131,4.3799347195561
132,3.867205562874191
133,2.7196077497450744
134,5
