test_id,rating
0,3.66259548089
1,3.33702677531
2,3.5127195817950003
3,3.43566047678
4,4.578279498825
5,4.794597077955
6,2.55671611991
7,4.423800739765
8,4.300722207125
9,4.0488587767399995
10,3.5450460611650003
11,4.72922556784
12,5.0
13,4.637995621205
14,4.85455934396
15,4.331010038135
16,4.89383294498
17,2.8462974827550003
18,2.8376960913050002
19,2.925676212965
20,4.60800715884
21,4.067406688015
22,4.124078925315
23,4.3328343808900005
24,3.397246872645
25,4.96146516514
26,4.500827610025
27,4.511119643860001
28,4.2662998829
29,4.554190096285
30,3.970497412475
31,4.353157194025
32,4.126517619315
33,4.25452294456
34,4.2528634879550005
35,4.06304505063
36,4.779012636975001
37,4.93193482903
38,4.683796616035
39,4.94913427883
40,4.78541281819
41,3.2782496085000004
42,3.9550914280000002
43,3.528432065065
44,4.098940539305
45,4.0866920262
46,4.19370618416
47,3.4991374902350003
48,3.874224983815
49,3.4568013032050002
50,3.71943528939
51,3.73483835409
52,3.1820725361099997
53,2.7235397040200002
54,3.29428174577
55,2.8937700578600003
56,3.16575642798
57,3.403229043905
58,3.22984667274
59,2.98123158347
60,3.01345959989
61,2.859708005425
62,2.555421180395
63,3.0484142959750002
64,2.64056639564
65,3.1337327143250002
66,3.6986947692500003
67,3.002935456125
68,2.96724124772
69,3.251312911545
70,2.5456574392949998
71,2.68797036542
72,3.69466526891
73,2.98918791804
74,3.123471147455
75,2.587843443785
76,2.68076649342
77,3.85727503549
78,3.9224295067100003
79,3.956851823445
80,4.20338813833
81,4.395698130145
82,3.983009025935
83,4.662175022925
84,3.68126432767
85,4.077341367724999
86,3.799709583255
87,4.354559462299999
88,3.5446490612100003
89,3.413058120765
90,3.71821785218
91,3.418169997585
92,2.43867822266
93,4.107767092945
94,3.9239324354000003
95,3.86701478102
96,3.3435726745350003
97,3.95160752647
98,4.168052647825
99,3.8928532519949997
100,3.5623026065900003
101,4.205291180965
102,3.999722318975
103,4.144197263615
104,3.8916524810700004
105,4.028800982115
106,3.4853911390550003
107,4.04621790753
108,4.14314792109
109,3.29950754761
110,3.7569129980350002
111,3.896809915805
112,3.8115387639
113,3.648491564285
114,4.5525554319
115,4.4434340660250005
116,4.018228409704999
117,4.4112682399650005
118,4.154824886765
119,4.188341357805
120,3.7960946280499996
121,3.96931797483
122,3.96652669879
123,3.37533286178
124,3.3760851618850003
125,3.40446812204
126,2.81450755904
127,4.255528467285
128,3.583265802475
129,3.8034446821800003
130,3.537237732115
131,3.9720708474599995
132,4.00236169264
133,2.57452200609
134,4.423087672515
135,3.5833495804049997
136,4.671615411945
137,4.41359349112
138,4.4191314764200005
139,3.565329232225
140,3.87598610136
141,2.7044762225300003
142,2.5567162640800003
143,2.8041559811949996
144,3.2902407144100003
145,3.367249794435
146,2.7267423482849997
147,2.9118064872150002
148,3.5301825027650002
149,4.878535717525001
150,4.821389359535
151,4.94030267843
152,4.286550549095001
153,4.38002773793
154,4.84162123655
155,4.60173746416
156,3.82154040296
157,3.941525543075
158,4.512431517275
159,3.974793639915
160,4.3944375758
161,4.09919395034
162,4.15061590675
163,4.05350806893
164,4.244155166995
165,3.68962327866
166,4.869543121985
167,4.728580634195
168,3.34774561985
169,4.162640437895
170,4.433017380295
171,4.051076118205
172,4.001797879125
173,4.340389113765
174,4.01948030109
175,4.90416408742
176,4.52135519222
177,3.94215408667
178,4.124515727345
179,4.953480548325
180,4.70497976731
181,4.53144683011
182,4.5004340875299995
183,4.18326214204
184,3.10814975159
185,3.75780653914
186,3.7591995691399998
187,4.948436330014999
188,4.26440590456
189,3.311391867155
190,4.106574384895
191,4.10665776696
192,4.10003506434
193,4.355098508905
194,3.5019649417550003
195,3.73372343344
196,3.7160905347
197,3.738773465105
198,3.6280970418800003
199,3.9327790272
200,3.7919558682099996
201,4.222627738725
202,2.8768108197449997
203,3.56502660025
204,3.753262941985
205,3.5689914326150003
206,3.227334848675
207,3.58783254541
208,4.343393547705
209,4.71457542682
210,4.84376593916
211,4.433361377055
212,3.99226586301
213,3.86014924514
214,4.077714816605
215,3.241730109275
216,2.99910920615
217,4.98806234268
218,4.06819088783
219,4.46825202257
220,4.406434571329999
221,4.307922028595
222,4.3471033251849995
223,4.46363107215
224,4.5225513113449995
225,4.554715183505
226,4.653406122794999
227,4.75296794547
228,3.804685375275
229,3.998199946205
230,4.025280025515
231,4.021184558835
232,4.10689957908
233,4.2128058823900005
234,4.771735765235
235,3.9529469941800004
236,3.9293091058450003
237,4.65745570118
238,4.026612557615
239,4.1265383804199995
240,3.928753334205
241,3.7493208110199996
242,3.6459253011
243,3.859175600825
244,3.4159443658899997
245,4.189423903645
246,4.05595082852
247,4.1888711093849995
248,4.496866671025
249,4.07159152251
250,3.37808107389
251,4.03251626814
252,4.03175405862
253,4.061330817665
254,3.8798336735400003
255,3.362512383355
256,3.781009798335
257,4.16146592569
258,4.271897784415
259,4.18254591951
260,4.1257988196149995
261,4.3391207159
262,3.86594921176
263,4.032018948435
264,3.86795380673
265,3.85607858386
266,3.771374962355
267,3.9358919110499997
268,2.7082117746999996
269,2.54936505694
270,2.510889906035
271,2.710614197965
272,2.98099945796
273,2.9157200522249997
274,4.140873155755
275,3.55726848785
276,4.398126735895
277,4.47588727606
278,4.54679899323
279,4.174401818535
280,4.12777663369
281,3.8506917169049997
282,3.553875719095
283,3.15719749556
284,3.2472688941600003
285,4.7102552180499995
286,3.202528268135
287,4.111016990625
288,3.3051979306000003
289,4.291146543575
