0,3.2173553
1,2.7676165
2,4.042379
3,2.7877843
4,4.669283
5,5.0084534
6,2.6630945
7,1.1615589
8,2.8280709
9,2.0020757
10,2.940169
11,3.741401
12,4.3911595
13,3.5189805
14,4.2976975
15,3.5818934
16,3.1270423
17,0.5529855
18,0.33774856
19,1.0658011
20,5.396106
21,4.046212
22,4.190184
23,4.6770625
24,2.7447414
25,5.6095443
26,4.3310513
27,3.807347
28,3.0150263
29,5.1846814
30,0.92809737
31,4.33468
32,5.8905497
33,3.976664
34,1.802265
35,0.8814653
36,-0.05213052
37,3.3624039
38,2.537318
39,4.298767
40,1.9927219
41,2.4517517
42,1.9445647
43,1.5692321
44,0.8368939
45,4.601259
46,4.5482883
47,1.8025084
48,3.3546097
49,1.293439
50,3.0319824
51,3.8327084
52,2.8062868
53,0.85596967
54,3.1032956
55,3.0939174
56,3.5365562
57,3.530911
58,3.5624385
59,3.1392484
60,1.3914241
61,2.371297
62,0.55969393
63,1.4327579
64,0.46527845
65,2.3498948
66,1.5432062
67,1.0351217
68,2.3123415
69,0.2669474
70,2.8421009
71,2.4908357
72,2.5851624
73,1.0529435
74,3.3163054
75,2.0876775
76,0.9835817
77,0.70335513
78,2.9609668
79,3.358558
80,2.8909469
81,4.683367
82,4.5702014
83,0.9426921
84,0.79630077
85,2.3281803
86,4.4078155
87,4.462988
88,1.0402515
89,2.3119302
90,2.1448774
91,2.3248127
92,1.7149826
93,1.8598161
94,0.67052567
95,3.0770872
96,3.7793932
97,1.7240961
98,3.9320908
99,1.6429409
100,0.13550681
101,1.6058853
102,2.321081
103,4.398435
104,3.761961
105,1.4944173
106,3.415139
107,4.597926
108,4.1038
109,-1.1803813
110,3.3094194
111,3.2415237
112,3.1075559
113,-0.15653318
114,3.9626667
115,3.2770517
116,1.6717197
117,2.7728968
118,3.4873247
119,2.8157456
120,4.613237
121,4.227249
122,3.365075
123,3.0535305
124,3.3251438
125,3.2503016
126,1.2602555
127,2.6852238
128,3.468887
129,4.0084662
130,2.834236
131,4.7118
132,2.392371
133,2.8878307
134,3.407556
135,2.987809
136,4.4978056
137,1.8785843
138,3.1102657
139,2.0393379
140,3.037506
141,2.9502141
142,3.5600677
143,3.3843484
144,3.441021
145,2.80068
146,2.1941123
147,2.8216016
148,3.2286735
149,3.7627134
150,2.197631
151,4.3438063
152,3.0153172
153,0.7723777
154,1.6452715
155,3.9337728
156,1.9455519
157,2.815567
158,4.968129
159,3.9662306
160,3.3633373
161,3.6066513
162,2.2357028
163,1.9780465
164,0.7951182
165,3.6878097
166,3.40707
167,4.1248374
168,5.5948586
169,3.8934383
170,2.8358371
171,3.9064984
172,2.1274478
173,1.4723009
174,2.099679
175,4.0486956
176,3.5111914
177,0.48184237
178,0.9216906
179,4.7589655
180,5.0834274
181,5.234632
182,5.452487
183,3.5162816
184,3.134534
185,0.6242916
186,1.917098
187,4.89207
188,1.3695701
189,4.008489
190,1.1688961
191,4.0278425
192,3.0931394
193,3.8474147
194,2.8073912
195,4.382913
196,0.46058598
197,0.6146413
198,3.5116189
199,4.8290954
200,0.74627715
201,3.0780668
202,1.4857068
203,0.14074327
204,2.308971
205,0.3674897
206,1.7327497
207,-1.019246
208,1.8343513
209,4.920079
210,4.482989
211,4.050374
212,2.1857238
213,3.9528232
214,3.1617491
215,2.3022017
216,2.356395
217,4.6960173
218,4.425244
219,3.7806203
220,3.5877306
221,2.5962229
222,3.1866443
223,2.0322847
224,3.8806732
225,0.1499291
226,4.544074
227,3.5037193
228,0.84064394
229,3.7118497
230,3.903356
231,4.50345
232,0.17582805
233,4.136911
234,4.283962
235,1.329201
236,3.2993588
237,4.197666
238,3.7532911
239,3.4770622
240,3.0449164
241,3.9601185
242,0.9050013
243,2.3010392
244,3.415312
245,3.7521644
246,2.4869792
247,3.4990582
248,5.0595303
249,3.0029109
250,1.4975874
251,3.128071
252,4.155479
253,3.9453597
254,3.1389425
255,1.3399847
256,3.6222417
257,3.0308836
258,3.951611
259,2.8144677
260,4.2906814
261,4.120713
262,1.2179217
263,4.696955
264,2.9882634
265,0.4020369
266,3.99289
267,0.0047129393
268,2.8045518
269,1.4864043
270,0.6958753
271,1.1903508
272,2.7772703
273,2.5373006
274,-2.7316015
275,2.2355094
276,2.024535
277,3.1672976
278,2.6641333
279,0.4597081
280,2.6842167
281,0.6848387
282,3.9729197
283,2.3465002
284,3.9612455
285,4.045502
286,4.3911614
287,4.1242685
288,2.7345014
289,3.7486763
290,0.7679813
291,4.0625796
292,2.1954482
293,1.3385082
294,3.5327885
295,3.5487723
296,2.391311
297,2.741181
298,0.8511308
299,2.1047242
300,2.519417
301,2.8534796
302,1.3952104
303,2.9276993
304,3.567328
305,2.8406053
306,1.3374957
307,0.7059026
308,1.7744082
309,0.9690167
310,5.190072
311,3.8820093
312,2.61428
313,2.8582914
314,0.067602575
315,1.0390825
316,3.9648302
317,3.6221669
318,3.3981953
319,3.9458039
320,4.424169
321,4.518349
322,2.341412
323,4.200919
324,4.9807796
325,2.742772
326,3.2089994
327,1.4699273
328,2.415272
329,1.410788
330,3.4372747
331,2.7024791
332,1.1888607
333,0.21656477
334,2.5943537
335,3.0243392
336,1.2518938
337,3.3810797
338,3.9743865
339,0.6619968
340,3.621905
341,2.253227
342,4.537543
343,2.4377515
344,2.152061
345,3.318282
346,3.3125494
347,3.4520588
348,1.7292782
349,4.1806874
350,2.8868418
351,3.4360828
352,1.526132
353,2.8830233
354,4.274333
355,3.3088465
356,2.5484185
357,4.4723396
358,2.812959
359,4.1817083
360,4.9719887
361,3.1193967
362,3.832729
363,4.6144247
364,3.519906
365,4.0550866
366,2.830911
367,4.1771436
368,4.9496346
369,2.4553509
370,2.4584346
371,4.3637285
372,3.9159594
373,2.5481348
374,3.6391916
375,3.9068973
376,2.3942163
377,3.3530786
378,4.4045315
379,4.339703
380,3.1043162
381,0.575879
382,2.007602
383,4.0993304
384,4.646377
385,2.9945264
386,3.4468734
387,0.53783745
388,3.7696176
389,2.546077
390,1.7278959
